,COMMODITY_DESC,GEOGRAPHY_DESC,UNIT_DESC,YEAR_ID,AMOUNT
116534,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb shoulders",Australia,KG,2014,236860.0
116535,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb shoulders",Australia,KG,2014,334390.0
116601,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb shoulders",Australia,KG,2014,350871.0
116602,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb shoulders",Australia,KG,2014,651946.0
116707,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb shoulders",Australia,CWE,2014,603442.5199739999
116708,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb shoulders",Australia,CWE,2014,1437294.494412
116709,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb shoulders",Australia,CWE,2014,545372.776494
118591,Pork,Australia,CWE,2014,231.867973736255
118592,Pork,Australia,CWE,2014,182.923497580496
118593,Pork,Australia,CWE,2014,28.0124355178332
118725,Pork,Australia,CWE,2014,273.85172365796296
118726,Pork,Australia,CWE,2014,326.236673382127
122992,Lamb,Australia,KG,2014,3149954.0
123124,Lamb,Australia,CWE,2014,7929038.9861172
123125,Lamb,Australia,CWE,2014,10018412.9601091
123126,Lamb,Australia,CWE,2014,13026184.751281
123785,"Animal meat, nesoi, including all animal blood preparations, canned",Australia,KG,2014,653.0
123786,"Animal meat, nesoi, including all animal blood preparations, canned",Australia,KG,2014,6572.0
127912,"Meat of sheep, cuts with bone in, nesoi, frozen",Australia,CWE,2014,805694.542254
127913,"Meat of sheep, cuts with bone in, nesoi, frozen",Australia,CWE,2014,434154.005838
127914,"Meat of sheep, cuts with bone in, nesoi, frozen",Australia,CWE,2014,944623.206828
127915,"Meat of sheep, cuts with bone in, nesoi, frozen",Australia,CWE,2014,1314014.236794
127916,"Meat of sheep, cuts with bone in, nesoi, frozen",Australia,CWE,2014,1598392.837818
129061,"Meat of lamb, boneless, frozen",Australia,CWE,2014,1118837.02288176
129062,"Meat of lamb, boneless, frozen",Australia,CWE,2014,3349953.1118592
133092,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,CWE,2014,105032.601324
133093,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,CWE,2014,220916.35213200003
133120,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,CWE,2014,946230.376266
133211,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,CWE,2014,104183.821854
133212,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,CWE,2014,130163.087502
133213,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,CWE,2014,143161.538814
133235,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,CWE,2014,1006451.830818
133236,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,CWE,2014,76608.40987799999
133237,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,CWE,2014,666152.9927640001
134138,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,CWE,2014,1034602.6491360001
134139,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,CWE,2014,1167609.699018
134140,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,CWE,2014,1027633.8389940001
134141,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,CWE,2014,1165477.829544
134142,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,CWE,2014,937762.4231639999
134143,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,CWE,2014,860272.1644860001
135121,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,CWE,2014,13630039.8883085
135122,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,CWE,2014,19675969.511123497
137634,"Additional Note 3 beef, boneless, processed, nesoi, fresh or chilled",Australia,KG,2014,23925.0
137636,"Additional Note 3 beef, boneless, processed, nesoi, fresh or chilled",Australia,CWE,2014,74954.14971408
137660,"Additional Note 3 beef, boneless, processed, nesoi, fresh or chilled",Australia,CWE,2014,40452.87363264
137661,"Additional Note 3 beef, boneless, processed, nesoi, fresh or chilled",Australia,CWE,2014,71733.990636
138796,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,KG,2014,528652.0
138797,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,KG,2014,425362.0
138798,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,KG,2014,390213.0
138946,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,KG,2014,297355.0
138947,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,KG,2014,499765.0
138948,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,KG,2014,491758.0
139564,"Carcasses and half-carcasses of sheep, fresh or chilled",Australia,KG,2014,6070.0
139573,"Carcasses and half-carcasses of sheep, fresh or chilled",Australia,CWE,2014,13382.055540000001
140269,"Additional Note 3 beef, boneless, processed, nesoi, fresh or chilled",Australia,KG,2014,24999.0
140270,"Additional Note 3 beef, boneless, processed, nesoi, fresh or chilled",Australia,KG,2014,13492.0
140369,"Additional Note 3 beef, boneless, processed, nesoi, fresh or chilled",Australia,KG,2014,49853.0
140370,"Additional Note 3 beef, boneless, processed, nesoi, fresh or chilled",Australia,CWE,2014,149473.54796976
151399,"Meat of lamb, boneless, fresh or chilled",Australia,CWE,2014,2580055.0170192
151400,"Meat of lamb, boneless, fresh or chilled",Australia,CWE,2014,1570943.9711448
151401,"Meat of lamb, boneless, fresh or chilled",Australia,CWE,2014,1368833.57378208
151402,"Meat of lamb, boneless, fresh or chilled",Australia,CWE,2014,1484018.3712312
151533,"Meat of lamb, boneless, fresh or chilled",Australia,CWE,2014,1117402.78399344
151565,"Meat of lamb, boneless, fresh or chilled",Australia,CWE,2014,1501416.89531568
151566,"Meat of lamb, boneless, fresh or chilled",Australia,CWE,2014,2598978.25767888
151567,"Meat of lamb, boneless, fresh or chilled",Australia,CWE,2014,1581952.0897152
155644,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb other",Australia,KG,2014,526681.0
155645,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb other",Australia,KG,2014,595376.0
155646,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb other",Australia,KG,2014,382854.0
156771,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,CWE,2014,6257497.672188
156772,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,CWE,2014,16352735.359685801
156773,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,CWE,2014,18353932.302132
156774,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,CWE,2014,19420539.537026897
156775,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,CWE,2014,18383171.5864238
157053,"Meat of lamb, boneless, fresh or chilled",Australia,KG,2014,522926.0
158430,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,CWE,2014,13097553.303774199
158431,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,CWE,2014,18648552.871489003
158432,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,CWE,2014,18935959.5649224
158530,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,CWE,2014,9233023.60376928
158531,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,CWE,2014,16607148.914855499
162140,"Meat of bovine animals, boneless, nesoi, frozen",Australia,KG,2014,7616.0
162170,"Meat of bovine animals, boneless, nesoi, frozen",Australia,CWE,2014,22834.94556672
164609,"Meat of bovine animals, salted, in brine, dried or smoked",Australia,KG,2014,2722.0
164612,"Meat of bovine animals, salted, in brine, dried or smoked",Australia,CWE,2014,37742.1206534988
169378,"Carcasses and half-carcasses of lamb, frozen",Australia,CWE,2014,367662.606318
169379,"Carcasses and half-carcasses of lamb, frozen",Australia,CWE,2014,429026.055066
169556,"Carcasses and half-carcasses of lamb, frozen",Australia,CWE,2014,86324.179032
169557,"Carcasses and half-carcasses of lamb, frozen",Australia,CWE,2014,251174.789082
169558,"Carcasses and half-carcasses of lamb, frozen",Australia,CWE,2014,168516.89643599998
169559,"Carcasses and half-carcasses of lamb, frozen",Australia,CWE,2014,530299.77588
169560,"Carcasses and half-carcasses of lamb, frozen",Australia,CWE,2014,375998.2821
169561,"Carcasses and half-carcasses of lamb, frozen",Australia,CWE,2014,343167.05127600004
170584,"Carcasses and half-carcasses of sheep, frozen",Australia,CWE,2014,411499.310166
170610,"Carcasses and half-carcasses of sheep, frozen",Australia,CWE,2014,1755048.867894
170611,"Carcasses and half-carcasses of sheep, frozen",Australia,CWE,2014,974731.729482
170612,"Carcasses and half-carcasses of sheep, frozen",Australia,CWE,2014,344150.31268800003
170613,"Carcasses and half-carcasses of sheep, frozen",Australia,CWE,2014,697008.882276
170761,"Carcasses and half-carcasses of sheep, frozen",Australia,CWE,2014,699930.006426
170762,"Carcasses and half-carcasses of sheep, frozen",Australia,CWE,2014,1744609.9827240002
170763,"Carcasses and half-carcasses of sheep, frozen",Australia,CWE,2014,486041.98923
170764,"Carcasses and half-carcasses of sheep, frozen",Australia,CWE,2014,1890494.229708
171525,"*Additional Note 3 meat of bovine animals, cuts with bone in, not processed, fro",Australia,KG,2014,18835.0
171526,"*Additional Note 3 meat of bovine animals, cuts with bone in, not processed, fro",Australia,KG,2014,26953.0
171527,"*Additional Note 3 meat of bovine animals, cuts with bone in, not processed, fro",Australia,KG,2014,51600.0
171528,"*Additional Note 3 meat of bovine animals, cuts with bone in, not processed, fro",Australia,KG,2014,24350.0
171586,"Additional Note 3 meat of bovine animals, cuts with bone, excluding processed, f",Australia,KG,2014,11744.0
171587,"Additional Note 3 meat of bovine animals, cuts with bone, excluding processed, f",Australia,KG,2014,68042.0
171679,"Additional Note 3 meat of bovine animals, cuts with bone, excluding processed, f",Australia,CWE,2014,35615.668410000006
171680,"Additional Note 3 meat of bovine animals, cuts with bone, excluding processed, f",Australia,CWE,2014,28027.359486
171681,"Additional Note 3 meat of bovine animals, cuts with bone, excluding processed, f",Australia,CWE,2014,25891.080768
171682,"Additional Note 3 meat of bovine animals, cuts with bone, excluding processed, f",Australia,CWE,2014,133196.647374
171683,"Additional Note 3 meat of bovine animals, cuts with bone, excluding processed, f",Australia,CWE,2014,150006.890124
171716,"Additional Note 3 meat of bovine animals, cuts with bone, excluding processed, f",Australia,CWE,2014,67412.931516
171717,"Additional Note 3 meat of bovine animals, cuts with bone, excluding processed, f",Australia,CWE,2014,38492.70012
172965,"Additional Note 3 meat of bovine animals, cuts with bone, excluding processed, f",Australia,KG,2014,12713.0
172966,"Additional Note 3 meat of bovine animals, cuts with bone, excluding processed, f",Australia,KG,2014,60417.0
174354,"Meat of bovine animals, fresh or chilled, other, except processed",Australia,CWE,2014,3193.1745048000002
174495,"Meat of bovine animals, fresh or chilled, other, except processed",Australia,KG,2014,1382.0
174496,"Meat of bovine animals, fresh or chilled, other, except processed",Australia,KG,2014,1065.0
174554,"Meat of bovine animals, fresh or chilled, other, except processed",Australia,CWE,2014,4143.63114144
176545,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,KG,2014,6562406.0
178922,Lamb,Australia,CWE,2014,11990183.049023801
178923,Lamb,Australia,CWE,2014,10412460.9234475
178924,Lamb,Australia,CWE,2014,9293502.29361624
178925,Lamb,Australia,CWE,2014,10381087.917799199
178969,Lamb,Australia,CWE,2014,7991626.35281472
180409,Lamb,Australia,KG,2014,4660150.0
183798,"Corned beef, nesoi, no cereals or vegetables, airtight container less than 1kg",Australia,CWE,2014,398605.18156704
183799,"Corned beef, nesoi, no cereals or vegetables, airtight container less than 1kg",Australia,CWE,2014,392003.06620229996
183800,"Corned beef, nesoi, no cereals or vegetables, airtight container less than 1kg",Australia,CWE,2014,355949.91260262
183801,"Corned beef, nesoi, no cereals or vegetables, airtight container less than 1kg",Australia,CWE,2014,157894.34420718
183802,"Corned beef, nesoi, no cereals or vegetables, airtight container less than 1kg",Australia,CWE,2014,296096.78424816
186796,"Corned beef, nesoi, no cereals or vegetables, airtight container less than 1kg",Australia,CWE,2014,318255.10927686
186801,"Corned beef, nesoi, no cereals or vegetables, airtight container less than 1kg",Australia,KG,2014,101008.0
186802,"Corned beef, nesoi, no cereals or vegetables, airtight container less than 1kg",Australia,KG,2014,99335.0
186803,"Corned beef, nesoi, no cereals or vegetables, airtight container less than 1kg",Australia,KG,2014,88589.0
186804,"Corned beef, nesoi, no cereals or vegetables, airtight container less than 1kg",Australia,KG,2014,14072.0
186805,"Corned beef, nesoi, no cereals or vegetables, airtight container less than 1kg",Australia,KG,2014,75032.0
186843,"Corned beef, nesoi, no cereals or vegetables, airtight container less than 1kg",Australia,CWE,2014,129717.95227398
186931,"Corned beef, nesoi, no cereals or vegetables, airtight container less than 1kg",Australia,CWE,2014,349596.41246082
186932,"Corned beef, nesoi, no cereals or vegetables, airtight container less than 1kg",Australia,CWE,2014,55531.95900336
186933,"Corned beef, nesoi, no cereals or vegetables, airtight container less than 1kg",Australia,CWE,2014,426580.31355786
189179,"Carcasses and half-carcasses of sheep, frozen",Australia,KG,2014,186653.0
189180,"Carcasses and half-carcasses of sheep, frozen",Australia,KG,2014,791342.0
189181,"Carcasses and half-carcasses of sheep, frozen",Australia,KG,2014,442131.0
189978,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,KG,2014,132604.0
189979,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,KG,2014,265114.0
189980,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,KG,2014,247525.0
189981,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,KG,2014,172214.0
189982,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,KG,2014,214166.0
191493,"Animal meat or preparations of blood, all animals, prepared or preserved, nesoi",Australia,KG,2014,2809.0
192189,"Additional Note 3 high-quality beef cuts, boneless, processed, fresh or chilled",Australia,KG,2014,15667.0
192190,"Additional Note 3 high-quality beef cuts, boneless, processed, fresh or chilled",Australia,KG,2014,46012.0
192191,"Additional Note 3 high-quality beef cuts, boneless, processed, fresh or chilled",Australia,KG,2014,16837.0
192193,"Additional Note 3 high-quality beef cuts, boneless, processed, fresh or chilled",Australia,CWE,2014,32585.37137856
192194,"Additional Note 3 high-quality beef cuts, boneless, processed, fresh or chilled",Australia,CWE,2014,75032.105148
192195,"Additional Note 3 high-quality beef cuts, boneless, processed, fresh or chilled",Australia,CWE,2014,55000.42463916
192415,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb shoulders",Australia,KG,2014,273717.0
192416,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb shoulders",Australia,KG,2014,391178.0
192417,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb shoulders",Australia,KG,2014,247377.0
192418,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb shoulders",Australia,KG,2014,348247.0
192419,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb shoulders",Australia,KG,2014,503118.0
192493,"Animal meat, nesoi, including all animal blood preparations, canned",Australia,KG,2014,17953.0
192494,"Animal meat, nesoi, including all animal blood preparations, canned",Australia,KG,2014,18343.0
193638,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,CWE,2014,494946.457488
193639,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,CWE,2014,393368.498838
193757,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,CWE,2014,603790.85025
193758,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,CWE,2014,311707.095336
193759,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,CWE,2014,545699.06055
193760,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,CWE,2014,379666.773108
193851,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,CWE,2014,292341.695688
193852,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,CWE,2014,227741.861844
193853,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,CWE,2014,584476.156908
193854,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,CWE,2014,309987.49017600005
193855,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,CWE,2014,472155.07525200007
196632,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,KG,2014,103302.0
196633,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,KG,2014,140608.0
196705,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,KG,2014,178429.0
196706,"Other meat of sheep, frozen, other cuts with bone in, lamb shoulders",Australia,KG,2014,260363.0
198022,"Animal meat, nesoi, including all animal blood preparations, canned",Australia,KG,2014,18343.0
198130,"Animal meat, nesoi, including all animal blood preparations, canned",Australia,KG,2014,17953.0
198770,"Additional Note 3 high-quality beef cuts, boneless, processed, fresh or chilled",Australia,KG,2014,17446.0
198771,"Additional Note 3 high-quality beef cuts, boneless, processed, fresh or chilled",Australia,KG,2014,18986.0
198774,"Additional Note 3 high-quality beef cuts, boneless, processed, fresh or chilled",Australia,CWE,2014,145057.86647352
198775,"Additional Note 3 high-quality beef cuts, boneless, processed, fresh or chilled",Australia,CWE,2014,59855.44320756
198776,"Additional Note 3 high-quality beef cuts, boneless, processed, fresh or chilled",Australia,CWE,2014,53080.48547802
204850,"Corned beef, no cereals or vegetables, airtight container less than 1kg",Australia,KG,2014,6854.0
204851,"Corned beef, no cereals or vegetables, airtight container less than 1kg",Australia,KG,2014,1264.0
205309,Pork,Australia,KG,2014,5.4904717241088
205463,Pork,Australia,CWE,2014,50.200996937263206
205464,Pork,Australia,CWE,2014,65.5385283813456
206619,"Other meat of sheep, frozen, other cuts with bone in, lamb other",Australia,KG,2014,466277.0
206620,"Other meat of sheep, frozen, other cuts with bone in, lamb other",Australia,KG,2014,467084.0
206621,"Other meat of sheep, frozen, other cuts with bone in, lamb other",Australia,KG,2014,395293.0
206641,"Other meat of sheep, frozen, other cuts with bone in, lamb other",Australia,KG,2014,672297.0
206642,"Other meat of sheep, frozen, other cuts with bone in, lamb other",Australia,KG,2014,417461.0
206643,"Other meat of sheep, frozen, other cuts with bone in, lamb other",Australia,KG,2014,522393.0
206647,"Other meat of sheep, frozen, other cuts with bone in, lamb other",Australia,KG,2014,619838.0
206758,"Other meat of sheep, frozen, other cuts with bone in, lamb other",Australia,CWE,2014,1137629.0444399999
206759,"Other meat of sheep, frozen, other cuts with bone in, lamb other",Australia,CWE,2014,1618633.4724
207611,"Meat of sheep, cuts with bone in, nesoi, frozen",Australia,KG,2014,725019.0
207852,"Meat of sheep, cuts with bone in, nesoi, frozen",Australia,CWE,2014,1550940.5538899999
207853,"Meat of sheep, cuts with bone in, nesoi, frozen",Australia,CWE,2014,466028.430714
208903,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,KG,2014,59951.0
208931,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,KG,2014,60831.0
208979,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,KG,2014,456519.0
208980,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,KG,2014,47257.0
209032,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,KG,2014,47642.0
209033,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,KG,2014,479227.0
209034,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,KG,2014,302162.0
210017,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,CWE,2014,655555.3748100001
210018,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,CWE,2014,1304477.0420219998
210019,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,CWE,2014,1003502.046582
210020,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,CWE,2014,1298493.697914
210027,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,KG,2014,529619.0
210028,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,KG,2014,455181.0
210029,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb loins",Australia,KG,2014,588987.0
212414,"Meat of sheep, cuts with bone in, nesoi, frozen",Australia,KG,2014,286098.0
212415,"Meat of sheep, cuts with bone in, nesoi, frozen",Australia,KG,2014,429061.0
216427,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb shoulders",Australia,KG,2014,334538.0
216538,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb shoulders",Australia,CWE,2014,862399.6247159999
216539,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb shoulders",Australia,CWE,2014,767752.997634
217772,"Corned beef, no cereals or vegetables, airtight container less than 1kg",Australia,CWE,2014,19865.54019492
224448,"Meat of lamb, boneless, frozen",Australia,KG,2014,802834.0
224449,"Meat of lamb, boneless, frozen",Australia,KG,2014,441358.0
225269,"Meat of sheep, boneless, frozen",Australia,CWE,2014,30105.61255296
225270,"Meat of sheep, boneless, frozen",Australia,CWE,2014,188548.79740704
225271,"Meat of sheep, boneless, frozen",Australia,CWE,2014,43100.88920928
225272,"Meat of sheep, boneless, frozen",Australia,CWE,2014,95400.34325136
225273,"Meat of sheep, boneless, frozen",Australia,CWE,2014,357567.81854976
225758,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,KG,2014,5454028.0
225759,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,KG,2014,6121475.0
225760,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,KG,2014,6477214.0
225904,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb other",Australia,KG,2014,502435.0
225905,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb other",Australia,KG,2014,344909.0
225906,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb other",Australia,KG,2014,373522.0
225907,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb other",Australia,KG,2014,470052.0
225916,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb other",Australia,CWE,2014,962943.6156479999
225917,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb other",Australia,CWE,2014,936364.692816
225918,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb other",Australia,CWE,2014,1036286.980344
225982,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb other",Australia,CWE,2014,803313.550494
225983,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb other",Australia,CWE,2014,1231488.621468
225984,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb other",Australia,CWE,2014,1291456.54449
226038,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb other",Australia,CWE,2014,1312579.027872
226039,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb other",Australia,CWE,2014,1107679.25457
226040,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb other",Australia,CWE,2014,760393.9693979999
226041,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb other",Australia,CWE,2014,823474.818684
227092,"Meat of lamb, boneless, fresh or chilled",Australia,KG,2014,333451.0
227093,"Meat of lamb, boneless, fresh or chilled",Australia,KG,2014,775577.0
227099,"Meat of lamb, boneless, fresh or chilled",Australia,KG,2014,380968.0
227100,"Meat of lamb, boneless, fresh or chilled",Australia,KG,2014,408482.0
227101,"Meat of lamb, boneless, fresh or chilled",Australia,KG,2014,442855.0
227102,"Meat of lamb, boneless, fresh or chilled",Australia,KG,2014,609257.0
227103,"Meat of lamb, boneless, fresh or chilled",Australia,KG,2014,875991.0
227129,"Meat of lamb, boneless, fresh or chilled",Australia,KG,2014,769930.0
227130,"Meat of lamb, boneless, fresh or chilled",Australia,KG,2014,468795.0
228497,"Meat of lamb, boneless, frozen",Australia,KG,2014,999680.0
228498,"Meat of lamb, boneless, frozen",Australia,KG,2014,1347927.0
228718,"Meat of lamb, boneless, frozen",Australia,KG,2014,396531.0
228719,"Meat of lamb, boneless, frozen",Australia,KG,2014,344810.0
228720,"Meat of lamb, boneless, frozen",Australia,KG,2014,333879.0
228721,"Meat of lamb, boneless, frozen",Australia,KG,2014,928430.0
228745,"Meat of lamb, boneless, frozen",Australia,KG,2014,727199.0
228746,"Meat of lamb, boneless, frozen",Australia,KG,2014,917938.0
228747,"Meat of lamb, boneless, frozen",Australia,KG,2014,1020889.0
228748,"Meat of lamb, boneless, frozen",Australia,KG,2014,1254275.0
229353,"Meat of sheep, boneless, frozen",Australia,CWE,2014,169866.83057904
229354,"Meat of sheep, boneless, frozen",Australia,CWE,2014,63438.26260464
229381,"Meat of sheep, boneless, frozen",Australia,CWE,2014,53639.86421808
229382,"Meat of sheep, boneless, frozen",Australia,CWE,2014,10002.8109384
229383,"Meat of sheep, boneless, frozen",Australia,CWE,2014,238629.87260784
230603,"Other meat of sheep, frozen, other cuts with bone in, lamb loins",Australia,CWE,2014,10046.462454
230604,"Other meat of sheep, frozen, other cuts with bone in, lamb loins",Australia,CWE,2014,5965.7071320000005
230605,"Other meat of sheep, frozen, other cuts with bone in, lamb loins",Australia,CWE,2014,46301.471244
230606,"Other meat of sheep, frozen, other cuts with bone in, lamb loins",Australia,CWE,2014,62366.551758
230607,"Other meat of sheep, frozen, other cuts with bone in, lamb loins",Australia,CWE,2014,50953.223664
232752,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,KG,2014,3079434.0
232753,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,KG,2014,4545944.0
232754,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,KG,2014,5538881.0
232830,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,KG,2014,2087025.0
232831,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,KG,2014,4368347.0
232832,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,KG,2014,6219738.0
232833,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,KG,2014,6315595.0
232834,"Additional Note 3 beef, boneless, not processed, fresh or chilled",Australia,KG,2014,6131227.0
232921,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,CWE,2014,132169.293522
232922,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,CWE,2014,1056514.387194
232923,"Other meat of sheep, fresh or chilled, other cuts with bone in, lamb legs",Australia,CWE,2014,134109.36088199998
241311,Mutton,Australia,CWE,2014,1212104.08570104
241328,Mutton,Australia,CWE,2014,1549112.21677296
241329,Mutton,Australia,CWE,2014,3992075.10752904
241330,Mutton,Australia,CWE,2014,962073.2308824
241331,Mutton,Australia,CWE,2014,3846454.88607576
241683,"Additional Note 3 meat of bovine animals, boneless, not processed, frozen",Australia,CWE,2014,44501552.0572795
241684,"Additional Note 3 meat of bovine animals, boneless, not processed, frozen",Australia,CWE,2014,25634184.279349
241685,"Additional Note 3 meat of bovine animals, boneless, not processed, frozen",Australia,CWE,2014,79429178.39997171
241686,"Additional Note 3 meat of bovine animals, boneless, not processed, frozen",Australia,CWE,2014,96853486.1560358
241800,"Additional Note 3 meat of bovine animals, boneless, not processed, frozen",Australia,CWE,2014,112828008.73491499
241801,"Additional Note 3 meat of bovine animals, boneless, not processed, frozen",Australia,CWE,2014,97833547.8678499
243887,"Carcasses and half-carcasses of lamb, frozen",Australia,KG,2014,76438.0
243888,"Carcasses and half-carcasses of lamb, frozen",Australia,KG,2014,166769.0
