,COMMODITY_DESC,GEOGRAPHY_DESC,UNIT_DESC,YEAR_ID,AMOUNT
216633,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2009,8962.0
216634,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2009,12806.0
216635,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2009,18137.0
216636,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2009,17089.0
216660,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2009,19737.0
216661,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2009,14623.0
216687,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2009,36080.0
216688,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2009,56016.0
216859,Pork,Italy,CWE,2009,682570.797872268
216860,Pork,Italy,CWE,2009,843708.684154049
216893,Pork,Italy,KG,2009,259345.010107415
216894,Pork,Italy,KG,2009,321793.0
217148,Pork,Italy,CWE,2009,711838.6028523
217149,Pork,Italy,CWE,2009,1026893.00910262
219709,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2009,62123.0
219812,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2009,24729.0
219813,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2009,72686.0
220708,"Shoulders and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2009,13106.0
223078,"Shoulders and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2009,188.0
223079,"Shoulders and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2009,345.0
224631,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2009,4622.0
224632,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2009,637.0
224647,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2009,1597.0933930488
224704,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2009,1418.1087886554
224705,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2009,10605.9851475166
224706,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2009,1461.7076025461
224763,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2009,4440.1949936055
224764,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2009,6138.2540609275
224765,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2009,12767.5684467292
225479,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2009,3162.0613442834
225480,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2009,5493.4505502282
225481,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2009,5787.1688753866
226170,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2009,14337.0
226171,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2009,26281.0
226172,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2009,21229.0
233380,Egg product,Italy,DOZ,2009,5469.3523619784
233381,Egg product,Italy,DOZ,2009,6836.690452473001
234829,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2009,54518.097438
234830,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2009,136957.732506
234859,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2009,111461.279076
234860,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2009,33386.795568
234982,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2009,713.0
234983,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2009,33503.0
234984,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2009,47980.0
234996,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2009,160245.154692
240809,"Canadian style bacon, of swine",Italy,KG,2009,14456.0
240817,"Canadian style bacon, of swine",Italy,CWE,2009,36969.21813312
247468,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,KG,2009,813.0
247469,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,KG,2009,825.0
247470,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,KG,2009,837.0
247504,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,KG,2009,842.0
247505,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,KG,2009,833.0
247506,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,KG,2009,1660.0
248275,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,KG,2009,3230.0
248321,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,CWE,2009,136.65185928075002
248322,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,CWE,2009,141.5262798455
248323,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,CWE,2009,140.01352863575002
248324,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,CWE,2009,279.018556465
249023,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,CWE,2009,6033.3304532672
249024,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,CWE,2009,6297.1452829728005
249025,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,CWE,2009,7730.9215313728
252609,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2009,5657.0
252610,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2009,15209.0
252611,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2009,2008.0
252612,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2009,18402.0
252613,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2009,4794.0
252614,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2009,42900.0
252657,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2009,3229.0
252750,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2009,1163.0
252751,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2009,4289.0
252752,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2009,69159.0
2762,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2010,545239.70551008
2763,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2010,928721.18015712
4020,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,KG,2010,191873.0
4021,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,KG,2010,305145.0
4835,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2010,560294.89277832
4894,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2010,500066.47162080003
4895,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2010,490688.62692696
4896,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2010,499900.243122
4997,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2010,422069.50262232
4998,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2010,780366.0810204
4999,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2010,564875.12726064
19906,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2010,532215.06328872
19907,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2010,714820.9052628
19908,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2010,948021.58754856
38478,"Egg albumin, dried",Italy,DOZ,2010,6836.690452473001
38487,"Egg albumin, dried",Italy,KG,2010,500.0
45538,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2010,465.0
45539,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2010,4225.0
45540,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2010,7384.0
45541,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2010,4499.0
45542,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2010,19417.0
45627,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2010,1340.0
45678,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2010,951.0
46488,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2010,984.0
47038,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,CWE,2010,134.29869073225
47039,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,CWE,2010,281.53980848125
47040,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,CWE,2010,141.69436331325
47080,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,KG,2010,784.0
47081,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,KG,2010,835.0
47128,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,CWE,2010,131.777438716
47129,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,CWE,2010,140.34969557125
52763,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,KG,2010,1348.0
52764,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,KG,2010,1300.0
52765,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,KG,2010,699.0
54939,Egg product,Italy,DOZ,2010,6836.690452473001
58295,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2010,50663.73474918
58296,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2010,51279.59590488
59382,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2010,44901.27171936
59383,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2010,30346.97456952
59408,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,KG,2010,4179.0
59409,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,KG,2010,7591.0
59410,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,KG,2010,17571.0
59534,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2010,13911.80416038
59535,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2010,25270.28125902
59536,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2010,51918.75991512
59537,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2010,58493.49387462
60519,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,KG,2010,13488.0
60520,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,KG,2010,9116.0
67842,Pork,Italy,KG,2010,554470.0
68069,Pork,Italy,CWE,2010,894006.428317303
68070,Pork,Italy,CWE,2010,780712.870590602
87833,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2010,115952.09409000001
87834,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2010,6064.915121999999
98534,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,KG,2010,195540.0
98535,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,KG,2010,219091.0
98536,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,KG,2010,208111.0
98537,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,KG,2010,195475.0
98647,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,KG,2010,165041.0
98648,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,KG,2010,363156.0
98649,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,KG,2010,220882.0
111571,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,KG,2010,2930.0
111572,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,KG,2010,461.0
111652,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,KG,2010,1207.0
111678,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,CWE,2010,8401.928815624
111679,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,CWE,2010,1321.9417010248
111680,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,CWE,2010,3865.4607656864
111681,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,CWE,2010,2004.4191952632
111712,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,CWE,2010,2778.6583693991997
111713,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,CWE,2010,3727.81824584
111795,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,CWE,2010,3461.1358636376003
111796,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,CWE,2010,7071.3844571088
113746,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,KG,2010,969.0
113747,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,KG,2010,2466.0
113748,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,KG,2010,430.0
124745,Pork,Italy,CWE,2010,956116.202560638
126016,Pork,Italy,KG,2010,260885.0
126017,Pork,Italy,KG,2010,337897.0
126018,Pork,Italy,KG,2010,325100.617761552
126019,Pork,Italy,KG,2010,413269.880662931
134961,Egg,Italy,DOZ,2010,6836.690452473001
143186,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2010,78841.691964
143187,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2010,10685.802834
143188,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2010,3829.428414
150563,"Pork sausages and similar products, food preparations of these nesoi",Italy,CWE,2010,51206.5347318
150564,"Pork sausages and similar products, food preparations of these nesoi",Italy,CWE,2010,90121.66247322
150565,"Pork sausages and similar products, food preparations of these nesoi",Italy,CWE,2010,101217.94387739999
150715,"Pork sausages and similar products, food preparations of these nesoi",Italy,CWE,2010,101515.19306166
150716,"Pork sausages and similar products, food preparations of these nesoi",Italy,CWE,2010,127716.02322066
150717,"Pork sausages and similar products, food preparations of these nesoi",Italy,CWE,2010,71738.1794178
151635,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,KG,2010,9218.0
151636,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,KG,2010,24767.0
151637,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,KG,2010,7557.0
151638,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,KG,2010,11369.0
151778,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,KG,2010,15596.0
151779,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,KG,2010,15219.0
151780,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,KG,2010,15404.0
151806,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2010,30686.53044996
151807,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2010,82448.82834174
151808,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2010,25157.09596554
151809,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2010,37847.16475218
157836,"Pork sausages and similar products, food preparations of these nesoi",Italy,CWE,2010,38639.32952922
157837,"Pork sausages and similar products, food preparations of these nesoi",Italy,CWE,2010,108621.59366268
157838,"Pork sausages and similar products, food preparations of these nesoi",Italy,CWE,2010,99924.75670464
157888,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2010,16710.0
157889,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2010,17103.0
157890,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2010,27694.0
157902,"Pork sausages and similar products, food preparations of these nesoi",Italy,CWE,2010,52410.85359174
157903,"Pork sausages and similar products, food preparations of these nesoi",Italy,CWE,2010,122586.17647374
157995,"Pork sausages and similar products, food preparations of these nesoi",Italy,CWE,2010,84866.17431852
160714,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2010,32029.0
160715,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2010,20351.0
160716,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2010,27992.0
173512,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,KG,2010,213204.0
173513,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,KG,2010,279515.0
173514,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,KG,2010,370703.0
193898,"Hams and cuts thereof nesoi, prepared or preserved",Italy,CWE,2010,117654.062274
195787,"Hams and cuts thereof nesoi, prepared or preserved",Italy,CWE,2010,183572.260074
195788,"Hams and cuts thereof nesoi, prepared or preserved",Italy,CWE,2010,116884.649196
195789,"Hams and cuts thereof nesoi, prepared or preserved",Italy,CWE,2010,123569.0631
195912,"Hams and cuts thereof nesoi, prepared or preserved",Italy,CWE,2010,193151.342664
195913,"Hams and cuts thereof nesoi, prepared or preserved",Italy,CWE,2010,171334.403352
195914,"Hams and cuts thereof nesoi, prepared or preserved",Italy,CWE,2010,144843.6654
195915,"Hams and cuts thereof nesoi, prepared or preserved",Italy,CWE,2010,179782.514856
195981,"Hams and cuts thereof nesoi, prepared or preserved",Italy,CWE,2010,66694.224744
195982,"Hams and cuts thereof nesoi, prepared or preserved",Italy,CWE,2010,100865.86574400001
196911,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2010,83267.0
196912,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2010,53018.0
196913,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2010,65700.0
196914,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2010,81548.0
196915,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2010,56050.0
197082,"Hams and cuts thereof nesoi, prepared or preserved",Italy,CWE,2010,72084.525534
197083,"Hams and cuts thereof nesoi, prepared or preserved",Italy,CWE,2010,93661.16104800001
201975,Pork,Italy,CWE,2010,673702.001879074
202352,Pork,Italy,KG,2010,313311.514550518
202353,Pork,Italy,KG,2010,415077.55203620705
202354,Pork,Italy,KG,2010,474653.08995258703
202355,Pork,Italy,KG,2010,379769.40646569
202479,Pork,Italy,KG,2010,306989.07783896604
216689,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2010,29409.0
216690,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2010,35446.0
216691,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2010,32608.0
216692,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2010,23410.0
216762,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2010,33030.0
216763,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2010,33127.0
216764,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2010,41677.0
216861,Pork,Italy,CWE,2010,777433.802420047
216862,Pork,Italy,CWE,2010,947528.340490251
216863,Pork,Italy,CWE,2010,1221172.94622777
216895,Pork,Italy,KG,2010,363271.0
216896,Pork,Italy,KG,2010,366845.528670345
217150,Pork,Italy,CWE,2010,854190.7804622541
217151,Pork,Italy,CWE,2010,827512.7702903671
217152,Pork,Italy,CWE,2010,1071226.83150618
217153,Pork,Italy,CWE,2010,1048738.59635911
217154,Pork,Italy,CWE,2010,1403808.7758449
219710,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2010,2751.0
219814,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2010,1985.0
219815,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2010,52595.0
219816,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2010,19124.0
220727,"Shoulders and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2010,645.0
220728,"Shoulders and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2010,1334.0
220748,"Shoulders and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2010,1421.98119
220749,"Shoulders and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2010,2940.965748
224633,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2010,517.0
224634,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2010,4288.0
224648,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2010,9694.9994046425
224649,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2010,16943.8758825752
224660,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2010,6523.0
224707,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2010,1186.3466727101
224708,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2010,2257.9596246552
224709,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2010,9839.5638928064
224710,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2010,14968.1612110019
224766,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2010,2182.2353689503
225482,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2010,1067.0236031145
225483,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2010,3074.863716502
225484,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2010,10323.7401944347
225485,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,CWE,2010,44555.6931218801
226173,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2010,12609.0
226174,"Pork sausages and similar products, food preparations of these nesoi",Italy,KG,2010,40003.0
234861,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2010,4376.17467
234862,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2010,42161.191128
234985,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2010,51519.0
234986,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2010,35762.0
234987,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2010,4847.0
234988,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2010,1737.0
234989,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,KG,2010,64877.0
234997,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2010,113579.92081800001
234998,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2010,70611.838038
234999,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2010,44866.262322
235000,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2010,61711.779024
235001,"Hams and cuts, bone in, salted, in brine, dried or smoked",Italy,CWE,2010,143029.261494
247471,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,KG,2010,838.0
247507,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,KG,2010,831.0
247508,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,KG,2010,830.0
247509,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,KG,2010,843.0
247518,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,CWE,2010,139.5092782325
248276,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,KG,2010,799.0
248277,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,KG,2010,1675.0
248325,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,CWE,2010,139.67736170025
248326,"Hams and cuts, boned, cooked, airtight container less than 1 kg",Italy,CWE,2010,140.85394597450002
249026,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,CWE,2010,1233.047573624
252615,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2010,32697.0
252616,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2010,53367.0
252658,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2010,87612.0
252659,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2010,77716.0
252753,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2010,30252.0
252754,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2010,42484.0
252755,"Hams and cuts thereof nesoi, prepared or preserved",Italy,KG,2010,45752.0
2764,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2011,548282.96571888
2765,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2011,654712.68009672
2766,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2011,735558.54982848
2767,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2011,874681.573878
2768,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2011,581902.0402608
4022,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,KG,2011,214394.0
4023,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,KG,2011,196854.0
4024,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,KG,2011,287624.0
4025,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,KG,2011,342025.0
4026,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,KG,2011,376947.0
4897,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2011,503426.84465808
4898,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2011,963989.75287944
5000,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2011,528320.20169376
5001,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2011,698129.00662176
19909,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2011,480382.46000136
19910,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2011,706573.4143608001
19911,"Meat of swine nesoi, salted, in brine, dried or smoked",Italy,CWE,2011,699747.81646392
45543,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2011,7378.0
45679,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2011,10743.0
46489,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2011,712.0
46490,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2011,5543.0
46491,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2011,700.0
46492,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2011,8043.0
46493,"Swine meat nesoi, no cereal or vegetables, prepared or preserved",Italy,KG,2011,707.0
52766,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,KG,2011,533.0
52767,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,KG,2011,3755.0
52768,"Swine meat nesoi, boned, cooked, canned, no cereal or vegetables",Italy,KG,2011,620.0
58297,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2011,31368.97119006
58298,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2011,62960.98398786
58299,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2011,65014.9641666
59384,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2011,30180.52560852
59385,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2011,72788.1306453
59411,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,KG,2011,8442.0
59538,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2011,40337.24120874
59539,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2011,28103.24257524
59540,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2011,42431.16913812
59541,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,CWE,2011,28692.47189718
60521,"Hams and cuts, boned, cooked, airtight container, 1 kg or more",Italy,KG,2011,9066.0
